generated_question_id,template_id,rule_id,parent_rule_id,question_text,layer_id,figure_id,figure_path,ground_truth_answer 
104,36.0,53.0,8,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""Relational tacit knowledge"" Ambiguity arising when correct interpretation depends on unstated, shared professional understanding between regulators and designers. The meaning relies on domain-specific experience, conventions, or historical practice that is not written in the rule and may differ from person to person. 
2 - ""Collective tacit knowledge"" Its interpretation depends on cultural or societal norms rather than technical or professional conventions, and can only be acquired through social interactions.

Rule:
The placement of touchdown bases must follow one of three specified configurations:
¥ a dedicated touchdown base immediately outside each bedroom; or
¥ a touchdown base shared between a pair of bedrooms; or
¥ a touchdown base serving a small cluster of bedrooms.

Question:
Which sub-category best applies to the rule above?
Answer format:
Reply with a single digit only:
- ""1"" for Relational tacit knowledge
- ""2"" for Collective tacit knowledge
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,3.0,Figure3.jpg,2
105,36.0,54.0,8,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""Relational tacit knowledge"" Ambiguity arising when correct interpretation depends on unstated, shared professional understanding between regulators and designers. The meaning relies on domain-specific experience, conventions, or historical practice that is not written in the rule and may differ from person to person. 
2 - ""Collective tacit knowledge"" Its interpretation depends on cultural or societal norms rather than technical or professional conventions, and can only be acquired through social interactions.

Rule:
A perching stool must be provided at the touchdown base.

Question:
Which sub-category best applies to the rule above?
Answer format:
Reply with a single digit only:
- ""1"" for Relational tacit knowledge
- ""2"" for Collective tacit knowledge
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,,,2
106,36.0,55.0,9,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""Relational tacit knowledge"" Ambiguity arising when correct interpretation depends on unstated, shared professional understanding between regulators and designers. The meaning relies on domain-specific experience, conventions, or historical practice that is not written in the rule and may differ from person to person. 
2 - ""Collective tacit knowledge"" Its interpretation depends on cultural or societal norms rather than technical or professional conventions, and can only be acquired through social interactions.

Rule:
If patients are to stay in an isolation room, it is important that they are able to see staff from their beds. This reduces the psychological problems of isolation.

Question:
Which sub-category best applies to the rule above?
Answer format:
Reply with a single digit only:
- ""1"" for Relational tacit knowledge
- ""2"" for Collective tacit knowledge
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,,,2
107,36.0,56.0,9,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""Relational tacit knowledge"" Ambiguity arising when correct interpretation depends on unstated, shared professional understanding between regulators and designers. The meaning relies on domain-specific experience, conventions, or historical practice that is not written in the rule and may differ from person to person. 
2 - ""Collective tacit knowledge"" Its interpretation depends on cultural or societal norms rather than technical or professional conventions, and can only be acquired through social interactions.

Rule:
Staff should also be able to see the patient in case of emergency.

Question:
Which sub-category best applies to the rule above?
Answer format:
Reply with a single digit only:
- ""1"" for Relational tacit knowledge
- ""2"" for Collective tacit knowledge
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,,,2
108,37.0,1.0,1,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
The required capacity of each door opening shall be sufficient for the occupant load served by that door opening.

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,,,2
109,37.0,5.0,2,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
The semi-ambulant WC must be designed to accommodate following activities: use of the toilet; disposal of sanitary towels (optional); hand-rinsing.

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,1.0,Figure88.jpg,3
110,37.0,6.0,2,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
The ""Emerald (Greenish) Zone"" is defined as the required clear activity space for approaching and using the semi-ambulant toilet. Darker shade shows low-level area. A clear space of 600 mm in height, 600 mm in width, and 600 mm in depth must be provided at a low level directly in front of the toilet pan.

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,1.0,Figure88.jpg,2
111,37.0,7.0,2,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
The ""Emerald (Greenish) Zone"" is defined as the required clear activity space for approaching and using the semi-ambulant toilet. Lighter shade show a zone in the upper level. The overall toilet activity zone at the upper level must have a width of 800 mm and a depth of 600 mm.

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,1.0,Figure88.jpg,2
112,37.0,8.0,2,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
The ""Purple (Pinkish) Zone"" is defined as the activity space required for using the hand-rinse basin. Darker shade shows low-level area. For user approach, a clear space must be provided at a low level with a width of 800 mm, a depth of 600 mm, and a height of 600 mm.

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,1.0,Figure88.jpg,2
113,37.0,9.0,2,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
The ""Purple (Pinkish) Zone"" is defined as the activity space required for using the hand-rinse basin. Lighter shade show a zone in the upper level. To accommodate upper body and arm movements, a clear space must be provided at a higher level with a width of 1000 mm, a depth of 800 mm, and a height of 1200 mm.

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,1.0,Figure88.jpg,2
114,37.0,12.0,2,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
On the side wall closest to the toilet seat and perpendicular to the wall behind the toilet  in a semi-ambulant WC should be installed a toilet paper holder next to the toilet seat.

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,1.0,Figure88.jpg,2
115,37.0,13.0,2,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
In a semi-ambulant WC must be a free area with a width of ³ 900 mm in the center of the room, intended for moving with a cane/frame. When using a large toilet holder in a semi-ambulant WC, it can protrude into the activity area.

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,1.0,Figure88.jpg,1
116,37.0,14.0,2,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
The entrance area in the semi-ambulant WC should provide a coat hook.

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,,,2
117,37.0,15.0,2,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
The entrance area in the semi-ambulant WC should provide a call button for assistance

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,,,2
118,37.0,18.0,3,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
In the trolley access shower, the shower hose should be long enough to allow staff to shower the full length of the patient from either side with a trigger handle.

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,4.0,Figure67.jpg,1
119,37.0,24.0,3,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
The floor must be sloped in the shower, and the floor gully must be located so as to ensure that water is contained and does not escape into any adjoining bedroom.

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,4.0,Figure67.jpg,2
120,37.0,27.0,4,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
The position of the shower seat should be adjusted between uses as required.

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,5.0,Figure53.jpg,2
121,37.0,37.0,4,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
The assisted wheelchair transfer zone must provide a clear depth of approximately 1190 mm in front of the shower curtain.

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,5.0,Figure53.jpg,2
122,37.0,38.0,4,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
The assisted wheelchair transfer zone must provide a clear width of approximately 940 mm, measured from the shower seat's centreline along its mounting wall.

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,5.0,Figure53.jpg,2
123,37.0,39.0,4,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
The clear zone for front-access mobile hoist transfers must have a depth of 1400 mm (minimum 1150 mm) from the seat's centreline. The clear zone for front-access mobile hoist transfers must have a width of 2400 mm (minimum 2200 mm) measured from the seat's mounting wall.

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,5.0,Figure53.jpg,2
124,37.0,40.0,4,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
The clear zone for side-access mobile hoist transfers must have a depth of 2400 mm (minimum 2200 mm) from the seat's centreline. The clear zone for side-access mobile hoist transfers must have a width of 1400 mm (minimum 1150 mm).

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,5.0,Figure53.jpg,2
125,37.0,43.0,5,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
The required washing facilities must be located in one of two possible locations: (A) within the associated WC rooms, or (B) immediately outside the associated WC rooms.

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,,,2
126,37.0,44.0,5,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
Regardless of whether the washing facilities are located inside or outside the WCs, they must be directly accessible from the changing area

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,,,2
127,37.0,45.0,6,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
The childrenÕs play area must be located directly adjacent to, or leading off from, all main waiting areas.

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,,,2
128,37.0,46.0,6,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
The provided childrenÕs play area must be designed and maintained to be both safe and secure.

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,,,2
129,37.0,48.0,7,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
In this rule, fixtures can be mapped to many objects, such as mirrors, shelves, towel rails, soap dispensers, or paper towel dispensers etc. None of these fixtures should conflict with the height adjustment mechanism of the basin for this rule to pass.

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,,,3
130,37.0,49.0,8,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
Touchdown base: a workstation. This is where EPRs can be accessed and updated.

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,3.0,Figure3.jpg,4
131,37.0,50.0,8,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
Touchdown base must be located close to patients but not within single rooms or multi-bed rooms.

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,3.0,Figure3.jpg,2
132,37.0,51.0,8,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
The touchdown base is at standing height.

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,,,2
133,37.0,52.0,8,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
A number of touchdown bases must be provided throughout the ward.

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,,,2
134,37.0,53.0,8,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
The placement of touchdown bases must follow one of three specified configurations:
¥ a dedicated touchdown base immediately outside each bedroom; or
¥ a touchdown base shared between a pair of bedrooms; or
¥ a touchdown base serving a small cluster of bedrooms.

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,3.0,Figure3.jpg,2
135,37.0,54.0,8,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
A perching stool must be provided at the touchdown base.

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,,,2
136,37.0,55.0,9,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
If patients are to stay in an isolation room, it is important that they are able to see staff from their beds. This reduces the psychological problems of isolation.

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,,,2
137,37.0,56.0,9,"Consider the following rule. If this rule contains ambiguity, identify which sub-category it most closely belongs to.

Sub-categories (choose one):
1 - ""One-to-many mapping to design"" Ambiguity occurring when a single requirement concept can correspond to multiple possible objects or relationships in a design model. It becomes unclear which BIM element the rule should be applied to.
2 - ""No direct mapping to design""  Ambiguity occurring when the requirement expresses functional or semantic information that is not explicitly represented in the BIM model (e.g., space functions, user types). The requirement has no direct counterpart in the design model.

Rule:
Staff should also be able to see the patient in case of emergency.

Question:
Which sub-category best applies to the rule above?

Answer format:
Reply with a single digit only:
- ""1"" for One-to-many mapping to design
- ""2"" for No direct mapping to design
- ""3"" for None of them

Write only the digit (1, 2, or 3) and nothing else.",2_3,,,2
