generated_question_id,scene_id,file_path,template_id,question_text,rule_id,parent_rule_id,rule_figure_id,figure_path,correct_answer
188,21,21 Cutout 1 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
In this rule, fixtures can be mapped to many objects, such as mirrors, shelves, towel rails, soap dispensers, or paper towel dispensers etc. None of these fixtures should conflict with the height adjustment mechanism of the basin for this rule to pass.

Answer ""yes"" or ""no"".",48.0,,,,no
189,22,22 Cutout 9 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
Touchdown base: a workstation. This is where EPRs can be accessed and updated.

Answer ""yes"" or ""no"".",49.0,,3.0,Figure3.jpg,yes
190,22,22 Cutout 9 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
Touchdown base must be located close to patients but not within single rooms or multi-bed rooms.

Answer ""yes"" or ""no"".",50.0,,3.0,Figure3.jpg,yes
191,22,22 Cutout 9 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The touchdown base is at standing height.

Answer ""yes"" or ""no"".",51.0,,,,yes
192,22,22 Cutout 9 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
A number of touchdown bases must be provided throughout the ward.

Answer ""yes"" or ""no"".",52.0,,,,yes
193,22,22 Cutout 9 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The placement of touchdown bases must follow one of three specified configurations:
¥ a dedicated touchdown base immediately outside each bedroom; or
¥ a touchdown base shared between a pair of bedrooms; or
¥ a touchdown base serving a small cluster of bedrooms.

Answer ""yes"" or ""no"".",53.0,,3.0,Figure3.jpg,yes
194,22,22 Cutout 9 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
A perching stool must be provided at the touchdown base.

Answer ""yes"" or ""no"".",54.0,,,,no
195,22,22 Cutout 9 - Compositional view.jpg,41,"Is the design displayed in the picture compliant with the following rule?

Rule:
There should be a number of touchdown bases throughout the ward, which may be located in a variety of ways:
¥ a dedicated touchdown base immediately outside each bedroom; or
¥ a touchdown base shared between a pair of bedrooms; or
¥ a touchdown base serving a small cluster of bedrooms.

Touchdown base: a workstation located close to patients but not within single rooms or multi-bed rooms. This is where EPRs can be accessed and updated. The touchdown base is at standing height with a perching stool.

Answer ""yes"" or ""no"".",,8.0,3.0,Figure3.jpg,no
196,22,22 Cutout 9 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
Touchdown base: a workstation. This is where EPRs can be accessed and updated.

Answer ""yes"" or ""no"".",49.0,,3.0,Figure3.jpg,yes
197,22,22 Cutout 9 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
Touchdown base must be located close to patients but not within single rooms or multi-bed rooms.

Answer ""yes"" or ""no"".",50.0,,3.0,Figure3.jpg,yes
198,22,22 Cutout 9 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The touchdown base is at standing height.

Answer ""yes"" or ""no"".",51.0,,,,yes
199,22,22 Cutout 9 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
A number of touchdown bases must be provided throughout the ward.

Answer ""yes"" or ""no"".",52.0,,,,yes
200,22,22 Cutout 9 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The placement of touchdown bases must follow one of three specified configurations:
¥ a dedicated touchdown base immediately outside each bedroom; or
¥ a touchdown base shared between a pair of bedrooms; or
¥ a touchdown base serving a small cluster of bedrooms.

Answer ""yes"" or ""no"".",53.0,,3.0,Figure3.jpg,yes
201,22,22 Cutout 9 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
A perching stool must be provided at the touchdown base.

Answer ""yes"" or ""no"".",54.0,,,,no
202,23,23 Second Floor_Cutout 9.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
Touchdown base: a workstation. This is where EPRs can be accessed and updated.

Answer ""yes"" or ""no"".",49.0,,3.0,Figure3.jpg,yes
203,23,23 Second Floor_Cutout 9.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
Touchdown base must be located close to patients but not within single rooms or multi-bed rooms.

Answer ""yes"" or ""no"".",50.0,,3.0,Figure3.jpg,yes
204,23,23 Second Floor_Cutout 9.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The touchdown base is at standing height.

Answer ""yes"" or ""no"".",51.0,,,,yes
205,23,23 Second Floor_Cutout 9.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
A number of touchdown bases must be provided throughout the ward.

Answer ""yes"" or ""no"".",52.0,,,,yes
206,23,23 Second Floor_Cutout 9.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The placement of touchdown bases must follow one of three specified configurations:
¥ a dedicated touchdown base immediately outside each bedroom; or
¥ a touchdown base shared between a pair of bedrooms; or
¥ a touchdown base serving a small cluster of bedrooms.

Answer ""yes"" or ""no"".",53.0,,3.0,Figure3.jpg,yes
207,23,23 Second Floor_Cutout 9.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
A perching stool must be provided at the touchdown base.

Answer ""yes"" or ""no"".",54.0,,,,yes
208,23,23 Second Floor_Cutout 9.jpg,41,"Is the design displayed in the picture compliant with the following rule?

Rule:
There should be a number of touchdown bases throughout the ward, which may be located in a variety of ways:
¥ a dedicated touchdown base immediately outside each bedroom; or
¥ a touchdown base shared between a pair of bedrooms; or
¥ a touchdown base serving a small cluster of bedrooms.

Touchdown base: a workstation located close to patients but not within single rooms or multi-bed rooms. This is where EPRs can be accessed and updated. The touchdown base is at standing height with a perching stool.

Answer ""yes"" or ""no"".",,8.0,3.0,Figure3.jpg,no
209,23,23 Second Floor_Cutout 9.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
Touchdown base: a workstation. This is where EPRs can be accessed and updated.

Answer ""yes"" or ""no"".",49.0,,3.0,Figure3.jpg,no
210,23,23 Second Floor_Cutout 9.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
Touchdown base must be located close to patients but not within single rooms or multi-bed rooms.

Answer ""yes"" or ""no"".",50.0,,3.0,Figure3.jpg,no
211,23,23 Second Floor_Cutout 9.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The touchdown base is at standing height.

Answer ""yes"" or ""no"".",51.0,,,,no
212,23,23 Second Floor_Cutout 9.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
A number of touchdown bases must be provided throughout the ward.

Answer ""yes"" or ""no"".",52.0,,,,no
213,23,23 Second Floor_Cutout 9.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The placement of touchdown bases must follow one of three specified configurations:
¥ a dedicated touchdown base immediately outside each bedroom; or
¥ a touchdown base shared between a pair of bedrooms; or
¥ a touchdown base serving a small cluster of bedrooms.

Answer ""yes"" or ""no"".",53.0,,3.0,Figure3.jpg,no
214,23,23 Second Floor_Cutout 9.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
A perching stool must be provided at the touchdown base.

Answer ""yes"" or ""no"".",54.0,,,,no
215,24,24 Cutout 10 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
If patients are to stay in an isolation room, it is important that they are able to see staff from their beds. This reduces the psychological problems of isolation.

Answer ""yes"" or ""no"".",55.0,,,,no
216,24,24 Cutout 10 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
Staff should also be able to see the patient in case of emergency.

Answer ""yes"" or ""no"".",56.0,,,,yes
217,24,24 Cutout 10 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
If used observation windows should have integral privacy blinds or electrochromic glass.

Answer ""yes"" or ""no"".",57.0,,,,no
218,24,24 Cutout 10 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
Non-intrusive monitoring of the patient by staff may be achieved through an infrared camera system linked to a monitor at the nurse station.

Answer ""yes"" or ""no"".",59.0,,,,yes
219,24,24 Cutout 10 - Compositional view.jpg,41,"Is the design displayed in the picture compliant with the following rule?

Rule:
If patients are to stay in an isolation room, it is important that they are able to see staff from their beds. This reduces the psychological problems of isolation. Staff should also be able to see the patient in case of emergency. Observation windows should have integral privacy blinds or electrochromic glass that can be controlled by both staff and patients. Non-intrusive monitoring of the patient may be achieved by an infrared camera linked to a monitor at the nurse station (but note that the camera does not provide an opportunity for the patient to see staff).

Answer ""yes"" or ""no"".",,9.0,,,no
220,24,24 Cutout 10 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
If patients are to stay in an isolation room, it is important that they are able to see staff from their beds. This reduces the psychological problems of isolation.

Answer ""yes"" or ""no"".",55.0,,,,no
221,24,24 Cutout 10 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
Staff should also be able to see the patient in case of emergency.

Answer ""yes"" or ""no"".",56.0,,,,no
222,24,24 Cutout 10 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
If used observation windows should have integral privacy blinds or electrochromic glass.

Answer ""yes"" or ""no"".",57.0,,,,yes
223,24,24 Cutout 10 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
Non-intrusive monitoring of the patient by staff may be achieved through an infrared camera system linked to a monitor at the nurse station.

Answer ""yes"" or ""no"".",59.0,,,,no
224,25,25 Cutout 10 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
If patients are to stay in an isolation room, it is important that they are able to see staff from their beds. This reduces the psychological problems of isolation.

Answer ""yes"" or ""no"".",55.0,,,,yes
225,25,25 Cutout 10 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
Staff should also be able to see the patient in case of emergency.

Answer ""yes"" or ""no"".",56.0,,,,yes
226,25,25 Cutout 10 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
If used observation windows should have integral privacy blinds or electrochromic glass.

Answer ""yes"" or ""no"".",57.0,,,,no
227,25,25 Cutout 10 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
Non-intrusive monitoring of the patient by staff may be achieved through an infrared camera system linked to a monitor at the nurse station.

Answer ""yes"" or ""no"".",59.0,,,,no
228,25,25 Cutout 10 - Compositional view.jpg,41,"Is the design displayed in the picture compliant with the following rule?

Rule:
If patients are to stay in an isolation room, it is important that they are able to see staff from their beds. This reduces the psychological problems of isolation. Staff should also be able to see the patient in case of emergency. Observation windows should have integral privacy blinds or electrochromic glass that can be controlled by both staff and patients. Non-intrusive monitoring of the patient may be achieved by an infrared camera linked to a monitor at the nurse station (but note that the camera does not provide an opportunity for the patient to see staff).

Answer ""yes"" or ""no"".",,9.0,,,no
229,25,25 Cutout 10 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
If patients are to stay in an isolation room, it is important that they are able to see staff from their beds. This reduces the psychological problems of isolation.

Answer ""yes"" or ""no"".",55.0,,,,yes
230,25,25 Cutout 10 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
Staff should also be able to see the patient in case of emergency.

Answer ""yes"" or ""no"".",56.0,,,,yes
231,25,25 Cutout 10 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
If used observation windows should have integral privacy blinds or electrochromic glass.

Answer ""yes"" or ""no"".",57.0,,,,no
232,25,25 Cutout 10 - Compositional view.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
Non-intrusive monitoring of the patient by staff may be achieved through an infrared camera system linked to a monitor at the nurse station.

Answer ""yes"" or ""no"".",59.0,,,,no
233,26,26 a plan view of a semi-abudant WC room.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The semi-ambulant WC must be designed to accommodate following activities: use of the toilet; disposal of sanitary towels (optional); hand-rinsing.

Answer ""yes"" or ""no"".",5.0,,1.0,Figure88.jpg,yes
234,26,26 a plan view of a semi-abudant WC room.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The ""Emerald (Greenish) Zone"" is defined as the required clear activity space for approaching and using the semi-ambulant toilet. Darker shade shows low-level area. A clear space of 600 mm in height, 600 mm in width, and 600 mm in depth must be provided at a low level directly in front of the toilet pan.

Answer ""yes"" or ""no"".",6.0,,1.0,Figure88.jpg,no
235,26,26 a plan view of a semi-abudant WC room.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The ""Emerald (Greenish) Zone"" is defined as the required clear activity space for approaching and using the semi-ambulant toilet. Lighter shade show a zone in the upper level. The overall toilet activity zone at the upper level must have a width of 800 mm and a depth of 600 mm.

Answer ""yes"" or ""no"".",7.0,,1.0,Figure88.jpg,no
236,26,26 a plan view of a semi-abudant WC room.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The ""Purple (Pinkish) Zone"" is defined as the activity space required for using the hand-rinse basin. Darker shade shows low-level area. For user approach, a clear space must be provided at a low level with a width of 800 mm, a depth of 600 mm, and a height of 600 mm.

Answer ""yes"" or ""no"".",8.0,,1.0,Figure88.jpg,no
237,26,26 a plan view of a semi-abudant WC room.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The ""Purple (Pinkish) Zone"" is defined as the activity space required for using the hand-rinse basin. Lighter shade show a zone in the upper level. To accommodate upper body and arm movements, a clear space must be provided at a higher level with a width of 1000 mm, a depth of 800 mm, and a height of 1200 mm.

Answer ""yes"" or ""no"".",9.0,,1.0,Figure88.jpg,no
238,26,26 a plan view of a semi-abudant WC room.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
In a semi-ambulant WC must be a free area with a width of ³ 900 mm in the center of the room, intended for moving with a cane/frame.

Answer ""yes"" or ""no"".",10.0,,1.0,Figure88.jpg,no
239,26,26 a plan view of a semi-abudant WC room.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
A toilet seat in a semi-ambulant WC must be equipped with horizontal handrails on both sides and vertical handrails on one side and on the wall behind the toilet.

Answer ""yes"" or ""no"".",11.0,,1.0,Figure88.jpg,yes
240,26,26 a plan view of a semi-abudant WC room.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
On the side wall closest to the toilet seat and perpendicular to the wall behind the toilet  in a semi-ambulant WC should be installed a toilet paper holder next to the toilet seat.

Answer ""yes"" or ""no"".",12.0,,1.0,Figure88.jpg,yes
241,26,26 a plan view of a semi-abudant WC room.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
In a semi-ambulant WC must be a free area with a width of ³ 900 mm in the center of the room, intended for moving with a cane/frame. When using a large toilet holder in a semi-ambulant WC, it can protrude into the activity area.

Answer ""yes"" or ""no"".",13.0,,1.0,Figure88.jpg,no
242,26,26 a plan view of a semi-abudant WC room.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The entrance area in the semi-ambulant WC should provide a coat hook.

Answer ""yes"" or ""no"".",14.0,,,,yes
243,26,26 a plan view of a semi-abudant WC room.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The entrance area in the semi-ambulant WC should provide a call button for assistance

Answer ""yes"" or ""no"".",15.0,,,,yes
244,26,26 a plan view of a semi-abudant WC room.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
Optionally, a disposal bin for sanitary towels can be located near the toilet seat in the semi-ambulant WC.

Answer ""yes"" or ""no"".",16.0,,,,yes
245,26,26 a plan view of a semi-abudant WC room.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
Near the sink (on the right or on the left side of it), in a semi-ambulant WC, install a paper towel dispenser.

Answer ""yes"" or ""no"".",17.0,,1.0,Figure88.jpg,yes
246,26,26 a plan view of a semi-abudant WC room.jpg,41,"Is the design displayed in the picture compliant with the following rule?

Rule:
The following activities take place in a semi-ambulant WC (see Figure 88): use of the toilet; disposal of sanitary towels (optional); hand-rinsing. 

Emerald (Greenish) Zone: Semi-ambulant Toilet Activity Space represents the required clearance for approaching and using the semi-ambulant toilet. 
Low-Level Space: A clear space of 600 mm (height, width and depth) is required in front of the toilet pan at a low level to allow for user positioning. Overall Width: The entire activity zone for the toilet should have a width of 800 mm and 600 depth on the upper level. 

Purple (Pinkish) zone corresponds to the activity space for using the ambulant/semi-ambulant hand-rinse basin, with distinct requirements at different heights:
Low-Level Space: At a low level, a clear space with a width of 800 mm(depth and height 600) is required for a user to approach and stand at the basin.
Higher-Level Space: For the upper body, a wider space of 1000 mm (depth 800mm and height 1200 (human 1805-600 at low level) is required to accommodate arm movements during washing and drying.

Answer ""yes"" or ""no"".",,2.0,1.0,Figure88.jpg,no
247,26,26 a plan view of a semi-abudant WC room.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The semi-ambulant WC must be designed to accommodate following activities: use of the toilet; disposal of sanitary towels (optional); hand-rinsing.

Answer ""yes"" or ""no"".",5.0,,1.0,Figure88.jpg,no
248,26,26 a plan view of a semi-abudant WC room.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The ""Emerald (Greenish) Zone"" is defined as the required clear activity space for approaching and using the semi-ambulant toilet. Darker shade shows low-level area. A clear space of 600 mm in height, 600 mm in width, and 600 mm in depth must be provided at a low level directly in front of the toilet pan.

Answer ""yes"" or ""no"".",6.0,,1.0,Figure88.jpg,no
249,26,26 a plan view of a semi-abudant WC room.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The ""Emerald (Greenish) Zone"" is defined as the required clear activity space for approaching and using the semi-ambulant toilet. Lighter shade show a zone in the upper level. The overall toilet activity zone at the upper level must have a width of 800 mm and a depth of 600 mm.

Answer ""yes"" or ""no"".",7.0,,1.0,Figure88.jpg,no
250,26,26 a plan view of a semi-abudant WC room.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The ""Purple (Pinkish) Zone"" is defined as the activity space required for using the hand-rinse basin. Darker shade shows low-level area. For user approach, a clear space must be provided at a low level with a width of 800 mm, a depth of 600 mm, and a height of 600 mm.

Answer ""yes"" or ""no"".",8.0,,1.0,Figure88.jpg,yes
251,26,26 a plan view of a semi-abudant WC room.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The ""Purple (Pinkish) Zone"" is defined as the activity space required for using the hand-rinse basin. Lighter shade show a zone in the upper level. To accommodate upper body and arm movements, a clear space must be provided at a higher level with a width of 1000 mm, a depth of 800 mm, and a height of 1200 mm.

Answer ""yes"" or ""no"".",9.0,,1.0,Figure88.jpg,no
252,26,26 a plan view of a semi-abudant WC room.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
In a semi-ambulant WC must be a free area with a width of ³ 900 mm in the center of the room, intended for moving with a cane/frame.

Answer ""yes"" or ""no"".",10.0,,1.0,Figure88.jpg,yes
253,26,26 a plan view of a semi-abudant WC room.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
A toilet seat in a semi-ambulant WC must be equipped with horizontal handrails on both sides and vertical handrails on one side and on the wall behind the toilet.

Answer ""yes"" or ""no"".",11.0,,1.0,Figure88.jpg,no
254,26,26 a plan view of a semi-abudant WC room.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
On the side wall closest to the toilet seat and perpendicular to the wall behind the toilet  in a semi-ambulant WC should be installed a toilet paper holder next to the toilet seat.

Answer ""yes"" or ""no"".",12.0,,1.0,Figure88.jpg,no
255,26,26 a plan view of a semi-abudant WC room.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
In a semi-ambulant WC must be a free area with a width of ³ 900 mm in the center of the room, intended for moving with a cane/frame. When using a large toilet holder in a semi-ambulant WC, it can protrude into the activity area.

Answer ""yes"" or ""no"".",13.0,,1.0,Figure88.jpg,yes
256,26,26 a plan view of a semi-abudant WC room.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The entrance area in the semi-ambulant WC should provide a coat hook.

Answer ""yes"" or ""no"".",14.0,,,,no
257,26,26 a plan view of a semi-abudant WC room.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
The entrance area in the semi-ambulant WC should provide a call button for assistance

Answer ""yes"" or ""no"".",15.0,,,,no
258,26,26 a plan view of a semi-abudant WC room.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
Optionally, a disposal bin for sanitary towels can be located near the toilet seat in the semi-ambulant WC.

Answer ""yes"" or ""no"".",16.0,,,,no
259,26,26 a plan view of a semi-abudant WC room.jpg,42,"Is the design displayed in the picture compliant with the following rule?

Rule:
Near the sink (on the right or on the left side of it), in a semi-ambulant WC, install a paper towel dispenser.

Answer ""yes"" or ""no"".",17.0,,1.0,Figure88.jpg,yes
260,1,1 a plan view of a semi-abudant WC room.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
Hand-rinse or personal washing facilities must be provided in association with the WCs that serve the changing area.

Answer ""yes"" or ""no"".",42.0,,,,no
261,1,1 a plan view of a semi-abudant WC room.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The required washing facilities must be located in one of two possible locations: (A) within the associated WC rooms, or (B) immediately outside the associated WC rooms.

Answer ""yes"" or ""no"".",43.0,,,,no
262,1,1 a plan view of a semi-abudant WC room.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
Regardless of whether the washing facilities are located inside or outside the WCs, they must be directly accessible from the changing area

Answer ""yes"" or ""no"".",44.0,,,,no
263,9,9 Cutout 4 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The childrenÕs play area must be located directly adjacent to, or leading off from, all main waiting areas.

Answer ""yes"" or ""no"".",45.0,,,,no
264,9,9 Cutout 4 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The provided childrenÕs play area must be designed and maintained to be both safe and secure.

Answer ""yes"" or ""no"".",46.0,,,,no
265,10,10 Cutout 4 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The childrenÕs play area must be located directly adjacent to, or leading off from, all main waiting areas.

Answer ""yes"" or ""no"".",45.0,,,,no
266,10,10 Cutout 4 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The provided childrenÕs play area must be designed and maintained to be both safe and secure.

Answer ""yes"" or ""no"".",46.0,,,,no
267,11,11 Cutout 4 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The childrenÕs play area must be located directly adjacent to, or leading off from, all main waiting areas.

Answer ""yes"" or ""no"".",45.0,,,,no
268,11,11 Cutout 4 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The provided childrenÕs play area must be designed and maintained to be both safe and secure.

Answer ""yes"" or ""no"".",46.0,,,,no
269,12,12 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
En-suite shower rooms must be equipped with an adjustable tip-up shower seat. This is to allow for both non-assisted and assisted showering.

Answer ""yes"" or ""no"".",26.0,,5.0,Figure53.jpg,no
270,12,12 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The position of the shower seat should be adjusted between uses as required.

Answer ""yes"" or ""no"".",27.0,,5.0,Figure53.jpg,no
271,12,12 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
A fixed shower head must be provided, and its centreline must be located 500 mm from the side wall

Answer ""yes"" or ""no"".",28.0,,5.0,Figure53.jpg,no
272,12,12 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The zone for shower controls, is located between 900 mm from floor level and 1000 mm from floor level.

Answer ""yes"" or ""no"".",29.0,,5.0,Figure53.jpg,no
273,12,12 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
An adjustable and removable shower head must be provided.

Answer ""yes"" or ""no"".",30.0,,,,no
274,12,12 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The vertical adjustment range for the adjutable and detachable shower head must be between 900 mm and 1900 mm from the floor.

Answer ""yes"" or ""no"".",31.0,,5.0,Figure53.jpg,no
275,12,12 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The shower seat must have a depth of 650 mm to comply with Approved Document M / BS 8300.

Answer ""yes"" or ""no"".",32.0,,,,no
276,12,12 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The adjustable shower seat must have a vertical height adjustment range of 200 mm, spanning from a minimum of 480 mm to a maximum of 680 mm from the floor.

Answer ""yes"" or ""no"".",33.0,,5.0,Figure53.jpg,no
277,12,12 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The center line of the shower seat should be located approximately 780 mm from the wall perpendicular to the wall onto which the seat is mounted.

Answer ""yes"" or ""no"".",34.0,,5.0,Figure53.jpg,no
278,12,12 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The shower curtain must measure 1200 mm in depth and 920 mm in width and be located in front of the seat.

Answer ""yes"" or ""no"".",35.0,,5.0,Figure53.jpg,no
279,12,12 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The horizontal distance from the centreline of the shower seat to the centreline of the horizontal grabrail must be 320 mm.

Answer ""yes"" or ""no"".",36.0,,5.0,Figure53.jpg,no
280,12,12 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The assisted wheelchair transfer zone must provide a clear depth of approximately 1190 mm in front of the shower curtain.

Answer ""yes"" or ""no"".",37.0,,5.0,Figure53.jpg,no
281,12,12 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The assisted wheelchair transfer zone must provide a clear width of approximately 940 mm, measured from the shower seat's centreline along its mounting wall.

Answer ""yes"" or ""no"".",38.0,,5.0,Figure53.jpg,no
282,12,12 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The clear zone for side-access mobile hoist transfers must have a depth of 2400 mm (minimum 2200 mm) from the seat's centreline. The clear zone for side-access mobile hoist transfers must have a width of 1400 mm (minimum 1150 mm).

Answer ""yes"" or ""no"".",40.0,,5.0,Figure53.jpg,no
283,13,13 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
En-suite shower rooms must be equipped with an adjustable tip-up shower seat. This is to allow for both non-assisted and assisted showering.

Answer ""yes"" or ""no"".",26.0,,5.0,Figure53.jpg,no
284,13,13 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The position of the shower seat should be adjusted between uses as required.

Answer ""yes"" or ""no"".",27.0,,5.0,Figure53.jpg,no
